,ticker,industry,market_cap,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-02-07,2022-02-08,2022-02-09,2022-02-10,2022-02-11,2022-02-14,2022-02-15,2022-02-16,2022-02-17,2022-02-18,2022-02-21,2022-02-22,2022-02-23,2022-02-24,2022-02-25,2022-02-28,2022-03-01,2022-03-02,2022-03-03,2022-03-04,2022-03-07,2022-03-08,2022-03-09,2022-03-10,2022-03-11,2022-03-14,2022-03-15,2022-03-16,2022-03-17,2022-03-18,2022-03-21,2022-03-22,2022-03-23,2022-03-24,2022-03-25,2022-03-28,2022-03-29,2022-03-30,2022-03-31,2022-04-01,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-05-04,2022-05-05,2022-05-06,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-27,2022-06-28,2022-06-29,2022-06-30
80,PVS,Năng lượng,11423.39,0.0,0.0,0.35,2.84,-1.77,-2.48,1.06,-2.48,-1.06,-0.71,2.48,1.77,1.06,4.61,2.84,1.42,0.71,2.48,-3.9,2.48,1.77,0.0,1.77,2.84,5.67,3.9,3.55,3.55,2.84,3.19,7.09,17.73,23.4,19.86,23.76,24.11,32.27,32.27,28.01,36.88,34.75,39.72,35.46,30.85,23.4,24.82,23.76,20.57,23.4,24.47,27.3,24.82,25.18,22.34,28.01,31.91,26.6,23.05,0.0,21.63,21.63,22.34,23.4,18.79,7.09,10.64,10.99,0.0,6.38,6.38,-3.19,-12.77,-15.96,-23.76,-16.31,-14.89,-16.67,-12.77,-9.22,-8.16,-14.18,-21.99,-14.18,-11.35,-20.21,-18.09,-9.93,-2.13,-4.61,0.35,-2.48,-1.06,-1.42,3.55,0.71,0.0,2.84,8.87,13.12,9.57,10.64,11.7,17.02,13.48,14.18,5.32,-3.55,6.03,5.32,8.51,7.8,-2.84,-12.41,-20.21,-12.41,-14.89,-12.77,-9.93,-11.35,-15.25
81,PVT,Năng lượng,6634.85,0.0,-1.19,-1.39,-0.79,-4.76,-7.14,-5.16,-8.33,-7.54,-12.9,-16.67,-15.87,-12.7,-13.49,-14.09,-14.68,-15.08,-16.67,-15.87,-13.1,-11.71,-8.73,-8.33,-9.33,-7.94,-9.52,-8.93,-8.53,-9.13,-8.73,-7.74,-1.39,-0.79,-3.57,-1.19,-0.79,3.17,10.32,8.73,15.48,9.92,12.9,9.72,4.37,-2.18,1.19,0.4,2.38,2.38,3.17,4.56,1.98,1.59,1.59,3.17,5.95,1.59,1.98,0.4,-0.4,-0.6,-2.78,-1.98,-5.56,-8.73,-6.55,-5.56,-6.75,-10.71,-8.73,-14.68,-16.67,-20.63,-26.19,-22.62,-22.02,-23.02,-19.44,-18.65,-18.65,-23.61,-28.77,-25.79,-24.8,-29.96,-34.33,-29.76,-25.0,-25.2,-22.62,-23.02,-22.62,-23.41,-18.06,-18.06,-18.85,-17.86,-15.08,-11.31,-14.48,-14.09,-13.29,-7.74,-7.54,-6.94,-13.29,-19.25,-16.67,-19.25,-16.47,-15.08,-20.83,-21.23,-26.59,-21.83,-23.81,-20.04,-16.67,-14.68,-19.84
82,RAL,Hàng tiêu dùng,2180.0,0.0,0.45,-1.26,-0.96,-0.96,-2.08,-4.67,-4.15,-4.3,-5.86,-7.05,-8.01,-7.34,-2.97,-5.04,-5.04,-4.23,-4.38,-4.82,-3.56,-2.6,0.52,0.07,1.63,0.52,2.97,2.37,2.15,2.37,2.97,2.37,4.6,3.86,4.38,2.15,3.12,1.11,-0.22,-2.37,-0.59,-0.59,-1.63,-1.85,-2.0,-3.49,-3.12,-2.23,-2.82,-2.82,-2.82,-2.45,-2.0,-2.08,1.63,0.45,2.37,2.0,1.71,2.0,7.57,7.57,7.57,6.68,4.01,4.23,4.23,4.9,11.28,14.69,13.5,11.94,7.64,8.16,3.86,3.12,2.37,3.56,3.49,3.86,3.12,2.45,-2.82,-2.97,0.07,-1.41,-4.6,-5.79,-5.27,-3.12,-4.3,-4.3,-4.38,-4.45,-3.04,-3.56,-2.89,-0.89,-3.49,-4.6,-4.82,-5.79,-7.27,-8.01,-8.01,-8.09,-8.83,-14.02,-17.06,-18.4,-19.14,-24.33,-28.12,-25.82,-24.78,-23.22,-22.11,-27.52,-26.93,-26.04,-27.37
83,REE,Bất động sản - Xây dựng,30564.62,0.0,1.43,-0.14,-1.0,-2.71,-5.71,-5.57,-5.57,-5.14,-8.57,-8.57,-8.14,-6.71,-6.29,-10.0,-8.14,-7.29,-3.71,-1.43,-2.0,-0.86,-0.43,-2.57,-2.43,-3.57,-2.43,3.29,2.14,3.57,3.43,2.29,6.43,5.0,5.71,8.0,6.71,5.71,8.14,7.0,5.43,3.57,1.57,2.43,3.14,4.14,2.86,1.71,2.57,2.57,2.86,5.86,6.43,13.86,12.86,14.14,15.0,16.29,16.71,20.14,17.86,17.14,21.0,15.71,16.86,13.0,15.86,17.14,24.29,26.57,20.86,14.29,15.43,9.43,1.86,5.57,5.71,13.0,17.71,18.57,17.43,22.86,15.71,23.71,32.29,24.29,15.71,7.71,0.14,4.29,9.29,8.86,5.0,7.14,14.57,19.71,28.0,35.29,29.29,36.43,32.0,32.86,31.14,37.14,40.43,38.29,28.71,23.57,29.29,29.71,38.29,41.43,31.57,22.43,14.0,21.86,22.57,22.86,25.14,23.43,23.14
84,SAB,Hàng tiêu dùng,98693.17,0.0,1.46,-0.25,-2.42,-3.18,-2.61,-2.68,-3.82,-3.25,-4.46,-3.82,-4.46,-5.73,-5.73,-7.64,-7.64,-8.47,-5.22,-5.29,-3.12,-1.4,-2.04,0.0,1.66,6.94,8.28,7.26,8.6,7.9,8.03,7.26,8.15,8.09,8.03,8.15,7.01,7.64,6.43,1.91,-1.53,-0.89,-1.27,0.0,-1.91,-1.91,-3.63,-1.91,-1.91,-3.5,-3.06,-1.91,0.32,0.51,0.32,0.38,0.64,0.57,1.27,5.29,6.05,5.86,7.96,6.05,4.59,4.01,4.14,6.31,7.39,8.28,7.58,9.55,8.09,8.47,0.89,7.64,7.64,5.1,3.25,4.14,7.9,6.69,1.97,5.03,4.14,5.03,3.63,0.51,5.41,2.87,3.76,-0.32,-1.85,-1.91,-1.91,-2.55,-1.91,-2.29,-2.23,-2.48,-2.55,-1.15,0.96,1.85,1.72,0.0,0.45,-2.55,-4.46,-3.18,-0.38,-0.64,-3.18,-1.27,-0.64,-2.29,-0.89,-0.13,0.06,-1.91,-1.53
85,SBT,Nông nghiệp,11730.78,0.0,-0.19,-0.95,0.0,2.29,-2.48,-2.86,-8.95,-8.19,-14.48,-20.38,-17.71,-15.05,-15.43,-21.33,-16.95,-16.19,-16.19,-16.19,-13.9,-12.38,-12.38,-12.38,-12.95,-14.48,-14.48,-12.38,-12.38,-12.76,-12.38,-13.14,-10.1,-13.33,-12.76,-13.9,-12.38,-12.38,-6.29,-6.29,-2.86,-6.48,-8.38,-7.05,-9.71,-12.38,-12.38,-12.38,-11.62,-12.38,-11.24,-10.86,-11.62,-11.05,-8.57,-8.57,-5.71,-8.38,-8.57,-7.43,-7.62,-8.57,-8.95,-12.76,-13.9,-16.19,-14.86,-14.86,-13.9,-15.62,-21.52,-26.86,-26.86,-25.9,-31.05,-29.52,-29.14,-30.29,-27.62,-25.71,-25.9,-29.52,-34.29,-37.14,-36.76,-41.14,-45.14,-44.0,-40.19,-38.48,-38.48,-38.48,-39.05,-40.57,-38.1,-33.9,-32.76,-32.57,-33.33,-33.14,-33.71,-34.29,-34.67,-30.48,-30.67,-31.05,-33.9,-38.48,-38.29,-39.62,-38.29,-39.81,-44.0,-43.43,-41.71,-40.0,-39.05,-38.29,-37.52,-33.33,-28.95
86,SCS,Dịch vụ,7833.07,0.0,-1.82,0.72,0.0,2.08,2.34,2.28,2.08,2.08,1.43,1.95,1.37,1.37,1.11,2.73,0.52,1.63,3.77,3.71,5.98,6.96,6.63,6.63,6.96,6.57,7.35,7.87,7.35,5.07,7.41,6.37,5.98,4.03,5.07,6.57,5.98,5.85,4.03,4.68,3.58,2.73,2.41,2.21,2.08,1.43,1.37,2.73,1.76,2.02,2.02,1.43,3.32,2.21,2.08,2.93,4.1,5.4,5.07,5.59,10.53,12.48,11.51,9.88,7.28,10.21,13.07,12.87,13.72,15.08,15.47,15.08,13.59,13.2,9.23,14.04,16.38,17.04,16.91,14.82,13.85,13.0,10.6,10.53,8.26,8.58,5.33,5.33,10.53,10.53,8.52,5.72,9.23,8.45,9.23,8.65,9.17,8.91,9.23,9.82,9.23,10.53,8.97,8.84,9.95,10.53,11.38,8.58,7.48,4.75,6.96,3.9,2.28,2.28,1.24,1.63,1.69,6.63,4.23,3.58,3.19
87,SGN,Dịch vụ,2263.52,0.0,-0.29,-1.15,-0.72,-2.01,-1.72,-1.72,-2.3,-1.58,-3.16,-3.87,-3.87,-4.73,-1.72,-2.58,-3.59,-2.87,-2.58,-1.72,4.02,8.32,9.61,9.04,4.73,5.45,9.04,16.64,19.08,18.36,18.36,15.21,15.06,15.93,15.93,12.63,14.78,11.19,13.92,13.77,11.33,10.47,10.04,11.62,11.62,11.91,11.91,11.91,11.33,11.76,11.62,10.33,10.47,10.04,10.19,10.19,10.19,10.19,10.04,10.19,11.91,11.19,9.9,10.47,9.18,9.04,9.18,11.91,11.62,11.62,11.76,11.62,8.9,6.46,1.87,1.72,0.43,0.43,1.87,3.3,2.58,0.43,0.43,-4.02,-3.87,-3.87,-3.16,-5.16,-3.87,-3.87,-4.02,-4.02,-6.03,-3.87,-3.87,-2.87,-3.16,0.43,-0.29,-1.0,-0.72,-0.72,-0.72,-1.0,-1.0,-0.29,-2.44,-1.43,-1.72,-4.59,-4.45,-6.17,-4.02,-3.44,-3.16,-3.59,-2.73,-3.87,-2.58,-3.16,-2.44
88,SGT,Công nghệ,1894.44,0.0,-1.68,0.56,-1.4,2.51,-0.84,-2.51,-8.52,-4.47,-11.03,-17.18,-15.64,-11.17,-11.17,-17.32,-16.48,-22.07,-24.3,-21.79,-18.44,-16.76,-17.04,-14.94,-15.78,-18.16,-17.74,-14.8,-15.78,-15.5,-11.03,-13.41,-13.41,-16.2,-15.92,-12.85,-13.41,-13.69,-14.66,-14.25,-15.92,-17.18,-17.32,-17.04,-18.44,-18.72,-18.44,-15.78,-15.22,-14.53,-14.8,-14.39,-15.64,-16.06,-10.2,-7.12,-6.42,-5.59,-5.87,-6.15,-5.59,0.42,-2.23,-3.63,-10.34,-10.89,-9.22,-11.73,-10.75,-13.41,-13.41,-15.64,-20.11,-21.79,-24.58,-20.39,-20.39,-20.81,-21.79,-16.34,-10.61,-7.26,-13.69,-12.01,-17.32,-23.04,-28.35,-25.98,-20.95,-21.37,-15.92,-16.2,-18.99,-17.88,-16.2,-16.2,-18.02,-18.99,-19.55,-18.99,-20.39,-22.21,-21.79,-21.79,-20.39,-20.39,-21.09,-22.07,-24.58,-25.14,-25.14,-25.98,-31.15,-31.01,-31.56,-31.01,-31.56,-27.09,-27.37,-27.37,-27.37
89,SHB,Tài chính,35869.45,0.0,-2.22,0.0,-1.78,-5.33,-6.44,-1.33,-1.11,0.0,-2.22,-8.44,-7.56,-8.44,-8.44,-8.44,-4.89,-1.33,-2.67,0.0,2.67,3.11,7.11,4.89,4.89,-2.22,0.22,0.44,0.0,-0.89,-0.89,-2.0,-1.78,-3.56,-3.11,-3.78,-4.44,-6.67,-6.22,-5.11,-6.44,-6.89,-6.67,-6.44,-6.44,-2.89,-3.56,-3.33,-1.78,-3.78,-1.56,-2.0,-2.44,-2.22,-2.22,-4.89,-3.78,-3.33,-4.89,-1.78,-3.56,-5.33,-5.11,-8.22,-11.11,-15.56,-12.89,-12.67,-13.56,-13.56,-19.33,-24.89,-28.0,-27.11,-31.33,-29.78,-28.0,-28.0,-27.56,-25.78,-26.67,-31.11,-35.56,-34.67,-34.89,-39.11,-43.11,-46.0,-42.22,-38.22,-35.78,-34.44,-35.56,-36.0,-32.44,-32.89,-32.44,-32.67,-34.22,-34.0,-35.11,-35.78,-37.56,-39.33,-35.11,-34.89,-36.44,-40.0,-39.56,-41.11,-40.89,-42.44,-40.67,-42.67,-41.33,-39.78,-40.0,-39.33,-37.11,-37.78,-40.0
90,SHI,Hàng tiêu dùng,2203.08,0.0,1.27,6.03,7.62,14.92,12.06,14.29,6.35,8.57,1.59,-4.76,-5.71,-0.95,0.0,-5.4,-2.22,-4.76,-4.76,-6.35,-3.81,-2.86,-0.63,-1.59,-1.27,-3.49,-2.54,-0.32,6.35,3.49,7.3,10.16,7.94,2.54,4.13,7.94,6.67,5.4,9.52,7.94,8.25,6.03,7.94,8.89,16.19,19.37,15.56,17.46,17.78,14.29,11.75,13.02,16.51,14.92,14.29,6.98,8.25,2.86,4.76,3.81,3.17,6.03,3.49,2.22,-1.59,-4.76,-2.54,-2.22,-4.76,-4.76,-6.35,-4.76,-7.3,-7.3,-4.76,-4.13,-3.17,-4.76,-4.76,-4.76,-4.76,-7.94,-4.44,-4.76,-4.76,-8.57,-12.06,-9.21,-2.86,-5.08,-6.67,-7.3,-4.76,-4.44,-4.76,-5.08,-6.67,-4.76,-6.35,-6.98,-5.08,-4.44,-6.98,-7.94,-5.71,-4.76,-6.35,-8.57,-8.89,-4.76,-7.94,-11.11,-8.25,-4.76,-6.03,-5.4,-4.76,-7.62,-6.35,-4.76,-7.62
91,SSB,Tài chính,62695.49,0.0,-1.32,-3.62,-6.91,-10.64,-14.36,-10.09,-8.77,-8.55,-15.35,-16.12,-16.89,-16.34,-13.93,-14.04,-12.39,-13.16,-14.47,-13.82,-13.82,-16.23,-15.79,-15.35,-16.12,-19.74,-18.42,-19.3,-20.39,-20.61,-20.39,-21.05,-20.07,-20.61,-20.39,-22.37,-19.08,-17.11,-17.0,-16.67,-17.11,-17.32,-17.76,-17.76,-17.76,-17.98,-17.76,-17.32,-17.11,-17.0,-17.0,-16.01,-16.23,-16.45,-16.45,-17.43,-19.96,-16.56,-16.56,-15.57,-15.46,-15.68,-15.68,-16.34,-17.11,-16.67,-16.56,-16.34,-16.67,-17.21,-17.43,-17.21,-16.78,-17.21,-22.15,-20.07,-18.75,-18.31,-19.41,-20.5,-20.61,-22.59,-24.34,-21.05,-21.05,-23.25,-24.01,-23.68,-23.68,-23.68,-24.12,-23.57,-24.34,-25.33,-25.33,-24.89,-24.12,-24.78,-25.88,-26.54,-25.88,-25.88,-25.99,-26.75,-25.88,-26.64,-27.41,-30.7,-27.63,-25.44,-34.1,-34.21,-34.21,-34.32,-32.57,-32.24,-31.58,-31.25,-31.03,-30.7,-30.7
92,STB,Tài chính,41474.75,0.0,1.4,1.87,-0.47,-1.56,1.09,8.1,6.85,9.03,1.56,5.61,2.34,2.8,7.79,3.74,8.1,10.75,10.28,10.75,10.9,11.68,9.19,8.26,9.97,2.34,4.36,4.67,5.61,3.89,3.43,4.98,4.67,2.49,2.8,2.34,1.71,-2.65,-0.78,-0.31,-1.87,-3.89,-3.12,-1.71,-0.16,1.25,1.87,2.49,2.18,3.12,3.12,6.07,5.92,4.83,4.83,-0.78,0.62,0.47,-1.25,0.31,0.31,-0.93,0.78,-0.62,-3.43,-4.05,-2.34,-4.05,-6.23,-9.66,-14.33,-14.17,-13.86,-10.28,-16.51,-14.64,-12.15,-13.71,-13.71,-16.67,-16.2,-20.56,-26.01,-25.55,-26.64,-31.62,-36.29,-40.65,-36.6,-32.24,-32.24,-32.71,-36.6,-32.24,-29.13,-30.22,-30.69,-28.97,-30.37,-30.69,-32.87,-34.11,-36.14,-37.07,-32.71,-30.53,-31.78,-35.83,-34.89,-35.51,-34.58,-36.92,-41.28,-40.19,-36.14,-33.64,-33.96,-33.02,-29.75,-29.6,-33.02
93,STG,Công nghiệp - Hàng không,3139.19,0.0,0.0,-1.13,-1.45,-5.33,-5.98,-3.07,-2.91,3.88,3.88,0.16,1.94,-2.1,-5.65,0.16,-1.62,-3.39,0.32,-3.07,-4.85,-7.59,-6.3,-4.04,-6.3,-6.3,-6.3,-6.3,-6.3,-4.68,-5.01,-5.33,-6.46,-7.27,-7.27,-7.27,-6.3,-6.62,-5.33,-0.48,-2.42,-0.32,-4.36,-4.36,-4.68,-6.3,-6.3,-6.3,-6.3,-6.3,-6.3,-6.3,-3.07,-0.32,0.16,2.75,5.01,3.23,2.75,3.07,3.39,7.43,0.48,-4.52,2.1,7.27,6.62,6.62,7.27,6.95,5.01,0.16,5.98,5.01,4.68,-0.48,-0.48,-0.48,0.16,2.58,3.39,2.26,-3.72,-0.16,1.78,2.75,2.42,-0.32,-0.16,1.45,0.65,0.48,0.16,-0.48,-2.75,-1.78,-1.94,-2.26,-2.26,-2.42,-3.07,-4.52,-4.68,-5.33,-5.33,-3.39,-3.72,-4.36,-4.68,-5.33,-5.33,-6.3,-7.11,-3.39,-9.85,-4.68,-8.56,-3.07,-7.59,-1.94,-1.94
94,STK,Hàng tiêu dùng,3443.36,0.0,2.3,1.24,1.06,-5.67,-0.71,-4.61,-6.03,-5.67,-5.67,-5.14,-4.43,-4.26,-4.79,-8.51,-9.04,-9.57,-11.7,-5.67,-5.14,-6.74,-7.98,-8.51,-8.51,-5.14,-6.03,-6.03,-6.03,-3.19,0.71,-1.06,-1.06,-3.9,-3.72,-1.6,-1.06,-2.66,-0.89,4.61,2.48,-4.26,1.77,-0.71,-1.42,-2.48,-1.06,-2.48,-2.66,-4.26,-5.67,-5.85,-4.96,-5.32,-0.35,3.55,5.32,4.61,4.61,5.32,5.67,5.14,6.03,5.67,2.13,4.26,5.32,7.8,15.25,20.57,17.91,10.64,11.7,7.09,-0.35,0.18,3.9,3.72,3.9,3.9,2.3,4.61,-2.66,-1.24,-1.6,-8.33,-14.72,-13.3,-7.27,-4.43,-4.43,-3.9,-3.37,-1.42,-0.89,-1.24,-1.24,-4.26,-5.14,-5.14,-0.18,-3.55,-2.48,-0.71,-2.3,-1.6,-3.72,-7.8,-7.98,-6.21,-9.22,-9.22,-12.77,-9.57,-9.57,-8.87,-11.35,-9.57,-9.04,-9.04,-9.22
95,SVC,Dịch vụ,3387.76,0.0,0.0,-7.0,-7.0,-13.46,-7.44,-2.57,-9.03,-11.43,-11.43,-11.43,-11.43,-5.23,-3.45,3.01,3.01,9.65,9.65,9.65,9.65,9.65,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.57,4.52,4.52,4.52,1.86,1.86,-0.8,-2.57,-4.34,-6.11,-7.88,-1.51,-1.51,-1.42,-1.42,-1.42,-1.42,-1.42,-1.42,-1.42,-1.51,-1.51,-1.51,-1.51,-1.51,-8.24,-8.24,-8.15,-8.15,-8.15,-8.15,-8.15,-8.15,-8.15,-14.08,-14.08,-8.33,-11.43,-11.43,-11.43,-5.4,-11.87,-11.87,-11.87,-11.87,-9.12,-9.12,-9.12,-9.12,-9.12,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03,-9.03
96,TCB,Tài chính,128912.93,0.0,-0.79,-1.96,-2.85,-4.42,-4.81,-0.98,-0.79,-2.26,-4.52,-4.22,-4.13,-3.83,-2.16,-1.18,1.96,2.95,1.96,3.73,3.73,5.7,5.3,5.3,5.5,1.18,1.77,1.38,2.55,1.38,1.18,0.98,1.57,-0.79,-0.39,-0.98,-1.18,-3.34,-2.46,-1.87,-3.24,-3.73,-3.54,-3.24,-3.93,-4.72,-4.52,-3.63,-3.73,-3.34,-2.85,-1.96,-2.55,-3.14,-3.24,-4.13,-3.93,-3.44,-2.65,-1.18,-2.46,-3.63,-1.96,-3.14,-4.03,-5.7,-5.7,-7.07,-10.41,-11.89,-14.15,-15.42,-14.34,-13.36,-19.35,-18.47,-18.27,-16.9,-13.56,-17.49,-16.31,-18.47,-24.17,-23.97,-23.38,-28.68,-33.6,-35.95,-31.53,-29.17,-29.67,-29.86,-31.53,-30.75,-28.29,-27.9,-26.42,-25.83,-27.01,-27.6,-28.49,-28.39,-29.17,-28.88,-26.82,-26.52,-25.44,-29.27,-29.76,-29.86,-29.17,-32.22,-35.17,-35.17,-31.63,-29.37,-30.26,-30.16,-27.9,-27.8,-30.16
97,TCM,Hàng tiêu dùng,3810.52,0.0,-0.15,-0.76,-1.52,-1.52,-1.52,-2.27,-3.03,-3.18,-4.7,-4.55,-3.94,-4.55,-4.55,-5.3,-7.12,-4.55,-6.21,0.0,2.73,3.03,2.88,4.55,5.0,4.85,4.55,2.42,1.97,2.58,2.88,1.52,1.82,1.52,1.52,2.58,6.67,8.03,10.61,10.61,10.61,8.18,4.55,6.82,11.82,9.09,8.18,9.09,8.94,7.58,6.67,7.88,7.88,8.64,12.73,13.94,16.67,15.91,14.39,15.45,15.15,15.15,15.15,14.09,10.15,9.09,13.64,13.64,18.18,19.39,19.7,13.64,12.12,9.09,1.52,6.06,6.06,5.61,7.58,7.42,6.06,3.03,-4.09,-0.91,-0.61,-7.42,-13.79,-13.64,-7.88,-10.61,-10.61,-10.61,-10.76,-10.61,-9.09,-8.03,-8.03,-9.09,-8.79,-9.39,-6.06,-7.12,-10.61,-17.42,-17.12,-17.88,-19.85,-21.97,-23.48,-23.48,-23.79,-24.24,-26.06,-31.21,-35.98,-31.52,-29.55,-28.79,-28.03,-28.94,-29.55
98,TDM,Dịch vụ,3894.99,0.0,-1.43,-3.0,-2.29,-2.43,-2.57,-1.71,-3.29,-3.29,-3.29,-4.14,-3.29,-3.86,-4.57,-5.71,-5.29,-5.86,-6.57,-5.43,-5.14,-4.43,0.0,-0.29,0.0,1.14,1.29,0.57,1.0,1.86,5.57,6.71,6.29,5.71,6.29,6.0,6.29,3.43,4.57,5.71,8.57,8.57,6.57,6.71,5.14,4.29,5.14,5.14,5.29,5.86,6.43,6.14,5.29,4.86,10.86,12.86,13.43,12.0,14.0,14.0,15.43,16.14,14.86,14.43,12.0,9.86,13.29,18.0,17.14,20.57,20.86,17.14,16.57,14.29,7.43,14.29,13.71,13.86,13.14,13.43,13.43,12.29,4.43,6.57,8.0,0.57,-6.29,0.0,4.29,4.14,1.14,2.29,1.14,2.0,4.29,2.29,2.29,6.0,6.29,8.29,11.14,11.43,12.29,14.57,14.86,13.71,10.0,11.43,13.43,14.14,15.14,15.71,11.43,8.57,7.57,10.86,11.43,13.71,13.71,14.0,17.14
99,TDP,Vật liệu,1565.48,0.0,-3.18,-4.67,-7.48,-12.52,-14.02,-15.7,-19.44,-14.77,-10.84,-8.79,-10.28,-4.86,0.93,-0.93,0.93,1.31,1.31,1.31,-0.19,-2.43,0.93,0.93,0.56,-0.93,-0.93,-7.29,-1.68,-1.68,-5.79,-3.93,-4.49,-5.79,-8.41,-8.41,-3.18,-3.55,-2.8,-2.8,-2.8,-2.8,-3.93,-4.11,-4.3,-4.67,-4.67,-5.05,-5.79,-4.86,-2.06,0.75,-4.3,0.56,4.49,4.49,4.11,3.36,3.36,2.06,3.18,3.18,3.18,-0.19,2.06,0.0,2.43,2.99,2.8,3.18,0.93,2.06,0.93,0.93,-0.56,-0.75,0.93,0.93,0.93,-1.31,-5.79,-0.93,-2.24,-3.18,-2.99,-2.8,-3.36,-4.67,-5.05,-5.05,-5.05,-4.49,-2.8,-2.8,-5.79,-5.98,-5.05,-3.55,-3.55,-8.41,-3.55,-3.55,-3.93,-5.23,-4.3,-4.67,-5.05,-5.23,-5.61,-5.05,-6.17,-5.05,-5.05,-2.8,-1.31,-1.31,-6.54,-0.93,-0.93,-2.8,-2.8
100,THD,Bất động sản - Xây dựng,19845.0,0.0,0.57,0.76,0.87,-0.87,-1.18,-1.98,-4.52,-4.07,-11.89,-20.67,-28.57,-35.71,-35.22,-36.47,-35.68,-34.65,-34.54,-34.35,-34.08,-33.97,-33.32,-33.09,-33.09,-34.35,-34.04,-33.93,-33.13,-32.94,-32.83,-33.66,-33.28,-34.19,-33.81,-34.23,-33.93,-34.57,-33.81,-33.62,-34.08,-34.95,-34.84,-34.61,-34.99,-35.9,-35.45,-35.14,-34.95,-36.17,-35.49,-35.14,-35.07,-35.18,-35.03,-35.87,-35.49,-36.09,-35.98,0.0,-35.22,-35.03,-36.06,-37.8,-39.17,-39.93,-39.48,-39.4,0.0,-42.14,-43.2,-47.38,-51.75,-55.17,-59.38,-58.28,-56.76,-56.31,-55.24,-56.5,-55.93,-58.43,-62.58,-61.44,-60.64,-64.48,-67.9,-69.22,-72.19,-74.81,-77.13,-78.72,-78.61,-78.46,-78.15,-78.15,-79.86,-81.53,-83.09,-84.42,-84.35,-84.35,-84.73,-85.33,-85.07,-85.18,-85.14,-85.41,-84.08,-82.52,-80.78,-79.48,-79.48,-79.18,-79.03,-78.5,-78.34,-78.31,-78.19,-78.34,-78.46
